,index,날짜,시가,고가,저가,종가,거래량,거래대금,fluct,MA5,MA20,MA60,disparity5,disparity20,disparity60,stddev,upper,lower,tp,pmf,nmf,mfr,mfi14,touch
0,0,2010-01-04,1681.71,1696.14,1681.71,1696.14,296547959,4364595613797,,1696.14,1696.14,1696.14,100.0,100.0,100.0,,,,1686.5200000000002,0,0,,,0
1,1,2010-01-05,1701.62,1702.39,1686.45,1690.62,408854057,6830723338336,-0.3265074351421496,1693.38,1693.38,1693.38,99.83701236580093,99.83701236580093,99.83701236580093,3.9032294321499705,1701.1864588643,1685.5735411357002,1692.8966666666665,692147670248,0,,,0
2,2,2010-01-06,1697.88,1706.89,1696.1,1705.32,426040121,6391016648164,0.8620083034269255,1697.36,1697.36,1697.36,100.46896356695103,100.46896356695103,100.46896356695103,7.425550484644156,1712.2111009692883,1682.5088990307115,1699.7666666666667,724168796338,0,,,0
3,3,2010-01-07,1702.92,1707.9,1683.45,1683.45,462402742,7498405146704,-1.299117882918999,1693.8825,1693.8825,1693.8825,99.38410722113252,99.38410722113252,99.38410722113252,9.226658387520382,1712.3358167750407,1675.4291832249592,1689.9399999999998,0,781432889815,,,0
4,4,2010-01-08,1694.06,1695.26,1668.84,1695.26,379952313,6965072761490,0.6966483017354238,1694.1580000000001,1694.1580000000001,1694.1580000000001,100.06504706172623,100.06504706172623,100.06504706172623,8.014232340031082,1710.1864646800623,1678.129535319938,1686.0533333333333,0,640619863841,,,0
5,5,2010-01-11,1700.79,1705.73,1694.12,1694.12,407679788,6952668904693,-0.06729157320615423,1693.7540000000001,1694.1516666666666,1694.1516666666666,100.02160880505669,99.99813082457197,99.99813082457197,7.168164107124412,1708.4879948809155,1679.8153384524178,1696.3433333333332,691564890508,0,,,0
6,6,2010-01-12,1695.83,1701.16,1683.29,1698.64,383755339,5330058963940,0.26609522912448835,1695.3579999999997,1694.792857142857,1694.792857142857,100.19358743109127,100.22699782105695,100.22699782105695,6.759932727194157,1708.3127225972453,1681.2729916884687,1692.5866666666668,0,649539170053,,,0
7,7,2010-01-13,1683.51,1687.58,1671.11,1671.41,361932578,5286074355123,-1.6291634009608664,1688.5760000000002,1691.87,1691.87,98.9834037674348,98.7906872277421,98.7906872277421,10.368864106407367,1712.6077282128147,1671.1322717871851,1675.3433333333332,0,606361331668,,,0
8,8,2010-01-14,1680.68,1692.78,1677.46,1685.77,433752962,6219871212252,0.8518362528696026,1689.0400000000002,1691.1922222222222,1691.1922222222222,99.80639890115094,99.67938462872674,99.67938462872674,9.910026208060446,1711.0122746383431,1671.3721698061013,1681.3033333333333,729270300853,0,,,0
9,9,2010-01-15,1694.65,1704.43,1686.12,1701.8,415903873,6485923305209,0.9419438241861543,1690.348,1692.253,1692.253,100.67749362853094,100.56415914168863,100.56415914168863,9.927187192531198,1712.1073743850623,1672.3986256149376,1694.1899999999998,704620182597,0,,,0
10,10,2010-01-18,1696.14,1716.62,1688.89,1711.78,420751546,6335015101551,0.5830188458797286,1693.8799999999999,1694.028181818182,1694.028181818182,101.05674546012706,101.04790571800082,101.04790571800082,11.106669904324855,1716.2415216268316,1671.8148420095324,1698.9366666666667,714830229056,0,,,0
11,11,2010-01-19,1719.41,1723.22,1706.73,1710.22,384378749,5700481869166,-0.0912163347405565,1696.196,1695.3774999999998,1695.3774999999998,100.82679124346478,100.8754687377885,100.8754687377885,11.575476526613512,1718.528453053227,1672.2265469467727,1712.1200000000001,658102543737,0,,,0
12,12,2010-01-20,1723.01,1723.01,1708.58,1714.38,695737348,7290025113782,0.24265332073403106,1704.7900000000002,1696.8392307692307,1696.8392307692307,100.5625326286522,101.03373194777079,101.03373194777079,12.272009792978999,1721.3832503551887,1672.2952111832726,1715.3233333333335,1193414506895,0,,,0
13,13,2010-01-21,1700.53,1722.01,1695.18,1722.01,543454354,5803562919133,0.4430868577998898,1712.0379999999998,1698.6371428571426,1698.6371428571426,100.58246370699717,101.37597704378135,101.37597704378135,13.574692192895766,1725.7865272429342,1671.487758471351,1705.9066666666668,0,927082405517,1.6943297361772198,62.885017873913824,0
14,14,2010-01-22,1696.21,1706.09,1665.6,1684.35,615072835,6695896776345,-2.2358773414076696,1708.548,1697.6846666666668,1697.6846666666668,98.58370967628652,99.21453807479755,99.21453807479755,13.591104688974495,1724.8668760446158,1670.5024572887178,1682.0533333333333,0,1034585312354,1.3165125245039073,56.83166011743645,0
15,15,2010-01-25,1662.77,1681.83,1660.58,1670.2,585001076,5838456647313,-0.8472039276733243,1700.232,1695.966875,1695.966875,98.2336528191447,98.48069703601965,98.48069703601965,14.819464101309404,1725.605803202619,1666.3279467973812,1664.5166666666667,0,973744041019,0.9648350741878887,49.10514306584623,0
16,16,2010-01-26,1670.47,1671.66,1626.98,1637.34,576948651,6114372716785,-2.0069136526317153,1685.6560000000002,1692.5182352941176,1692.5182352941176,97.13369750411708,96.73987351252798,96.73987351252798,20.200828026127432,1732.9198913463724,1652.1165792418628,1644.93,0,949040144489,0.7149516892272162,41.689319513681724,0
17,17,2010-01-27,1641.88,1643.64,1620.55,1625.48,446537804,5760748918851,-0.7296306321824877,1667.8760000000002,1688.793888888889,1688.793888888889,97.45808441394924,96.25094043118872,96.25094043118872,25.174247611606116,1739.1423841121011,1638.4453936656766,1629.3033333333333,0,727545532516,0.7208711409832345,41.889896565489416,0
18,18,2010-01-28,1632.58,1649.46,1619.26,1642.43,479611798,5472747492239,1.032007452372402,1651.9599999999998,1686.3536842105264,1686.3536842105264,99.42310951839029,97.39534567263158,97.39534567263158,26.677184844508403,1739.708053899543,1632.9993145215096,1631.4233333333334,782449878199,0,0.9329154307119851,48.26467914161913,0
19,19,2010-01-29,1621.0,1626.57,1595.39,1602.43,473945246,5729024628563,-2.496208882759309,1635.5759999999998,1682.1575,1682.1575,97.97343565814126,95.26040219182805,95.26040219182805,32.037087862104585,1746.2316757242093,1618.0833242757908,1606.2733333333335,0,761285610109,0.721459529202253,41.90975837442933,0
20,20,2010-02-01,1603.87,1611.99,1590.8,1606.44,382241240,5109265157224,0.24962027837952183,1622.824,1677.6725,1678.5519047619046,98.99040191665887,95.75408788067993,95.70392166263495,36.009099708852816,1749.6906994177054,1605.6543005822944,1600.3700000000001,0,611727413258,0.7255982203762464,42.049082562106385,0
21,21,2010-02-02,1618.6,1618.6,1591.24,1595.81,434956281,5008804043940,-0.6661194001792262,1614.518,1672.932,1674.790909090909,98.8412640800536,95.39000987487836,95.28413316180581,40.21052122072165,1753.3530424414432,1592.5109575585568,1601.8833333333332,696749217262,0,0.9155266972206192,47.795037184761,0
22,22,2010-02-03,1614.16,1618.86,1602.55,1615.02,438151639,4459113496818,1.1894589540686826,1612.426,1668.4170000000001,1672.1921739130435,100.1608755998725,96.79954112191376,96.58100457561306,41.43348951855509,1751.2839790371104,1585.55002096289,1610.5766666666666,705676806235,0,0.9115845997458373,47.68737935360229,0
23,23,2010-02-04,1615.48,1619.37,1607.87,1616.42,396780458,4093281370822,0.08661115304191305,1607.224,1665.0655,1669.868333333333,100.57216666749626,97.07846327967279,96.79924864335612,42.84058140976056,1750.7466628195211,1579.3843371804787,1613.256666666667,640108719071,0,0.9008057608507162,47.39073183614278,0
24,24,2010-02-05,1567.59,1575.16,1560.99,1567.12,460773752,4940523688585,-3.145898208178071,1600.162,1658.6585,1665.7584,97.93508407273762,94.48117258615923,94.07846900246759,47.42396299396164,1753.5064259879232,1563.8105740120768,1565.2333333333333,0,721218435755,0.6973370197479883,41.08418137557179,0
25,25,2010-02-08,1565.24,1566.3,1548.78,1552.79,445719661,4182125534894,-0.922854990050163,1589.432,1651.5919999999999,1661.4134615384614,97.6946481510376,94.01777194367617,93.4619849872965,52.155398327851536,1755.902796655703,1547.2812033442967,1555.6033333333332,0,693362990383,0.543056859066867,35.19357409779896,0
26,26,2010-02-09,1550.8,1571.96,1549.11,1570.49,433885424,4308484186098,1.1270367846977725,1584.368,1645.1845,1658.0459259259258,99.12406713591793,95.45981013071786,94.71933047469534,53.91339297282379,1753.0112859456476,1537.3577140543525,1556.8,675472828083,0,0.4730608799867313,32.11414317044333,0
27,27,2010-02-10,1578.83,1581.56,1565.79,1570.12,436122641,4184074640077,-0.023565077828453764,1575.388,1640.1200000000001,1654.9057142857143,99.6656061871742,95.73201960832132,94.87670424037967,56.03586445539305,1752.1917289107862,1528.048271089214,1571.58,685401620142,0,0.6467134705637643,39.27298113024831,0
28,28,2010-02-11,1574.95,1600.41,1574.77,1597.81,393755848,4404075952107,1.7329970396980903,1571.666,1635.722,1652.936896551724,101.66345775756427,97.682246738749,96.66491221372534,55.7153052391779,1747.1526104783559,1524.291389521644,1582.5100000000002,623122567018,0,0.8843414302695596,46.93106122190671,0
29,29,2010-02-12,1595.95,1598.41,1577.89,1593.66,292260871,4240413318460,-0.260406862191425,1576.974,1630.315,1650.961,101.05810241640003,97.75166148873072,96.5292335797151,54.19162214333823,1738.6982442866765,1521.9317557133236,1589.1666666666667,464451234164,0,1.181276902080709,54.155293211691514,0
30,30,2010-02-16,1589.97,1608.86,1586.87,1601.05,275272185,2731491412185,0.4615720933137549,1586.626,1624.7785,1649.3509677419354,100.90909893068687,98.53958554966108,97.0715166943478,50.992643254225065,1726.76378650845,1522.7932134915497,1592.63,438406739996,0,1.624925220442011,61.9036766376297,0
31,31,2010-02-17,1619.04,1628.31,1618.27,1627.43,383622645,4105200699265,1.6209606557578577,1598.014,1620.6390000000001,1648.6659375,101.84078487422514,100.41903224592275,98.71193205263879,46.88665783736275,1714.4123156747255,1526.8656843252747,1621.58,622074808679,0,2.272179304982376,69.43932753081862,0
32,32,2010-02-18,1630.89,1631.71,1618.81,1621.19,313983157,3281797223311,-0.3849024482016302,1608.228,1615.9795,1647.8333333333333,100.80598024658197,100.32243602100151,98.3831293617882,41.38873778609769,1698.7569755721952,1533.2020244278046,1623.6299999999999,509792473199,0,2.1743683034400187,68.49766931844947,0
33,33,2010-02-19,1611.09,1623.25,1592.92,1593.9,345772736,3775987753696,-1.7121525817177967,1607.446,1609.574,1646.2470588235294,99.15729673034119,99.02620196399793,96.8202185362786,33.22329040391988,1676.02058080784,1543.1274191921602,1599.3033333333333,0,552995489260,2.349958066796772,70.14888007370793,0
34,34,2010-02-22,1617.16,1630.51,1617.16,1627.1,307159935,3453092611931,2.0404400467088575,1614.134,1606.7115,1645.7,100.80327903383485,101.26895836620326,98.86978185574526,28.58393536218398,1663.8793707243678,1549.543629275632,1620.4733333333334,497744483735,0,3.3335426159222092,76.9241913919152,0
35,35,2010-02-23,1626.75,1630.45,1616.04,1628.9,352019297,3519764072011,0.11050402111855744,1619.7040000000002,1604.6465,1645.2333333333333,100.5677580594973,101.5114543919798,99.0072330165934,25.026345334257503,1654.699190668515,1554.593809331485,1623.8966666666668,571642963000,0,3.2699586953735715,76.58056971175193,0
36,36,2010-02-24,1616.55,1618.46,1606.24,1612.83,390678983,3892377216210,-0.9963852358897195,1616.784,1603.4209999999998,1644.3575675675677,99.75544042989044,100.58680783150527,98.08268176037859,23.916641398605968,1651.2542827972118,1555.5877172027879,1611.8733333333332,0,629725034591,2.205449557804113,68.80312786188256,0
37,37,2010-02-25,1620.25,1621.84,1582.22,1587.51,403209536,4004938277204,-1.5949505829884498,1610.048,1601.5225,1642.8615789473683,98.60016595778511,99.12505131835488,96.63078255303567,23.57807118467312,1648.6786423693463,1554.3663576306537,1596.66,0,643788537749,1.5698758603827379,61.087614564733585,0
38,38,2010-02-26,1593.73,1596.55,1580.7,1594.58,331755395,3201772371277,0.44337693938215306,1610.184,1599.1299999999999,1641.6235897435897,99.03091820562122,99.71547028696854,97.13432543017137,21.549059083135397,1642.2281181662706,1556.0318818337291,1589.67,0,527381598769,1.6697361956594452,62.54311562221629,0
39,39,2010-03-02,1612.43,1620.15,1608.97,1615.12,415100944,4193883633315,1.2717321313586585,1607.788,1599.7644999999998,1640.961,100.4560302726479,100.95986002939807,98.42525203219333,21.836250997632757,1643.4370019952653,1556.0919980047343,1612.1733333333334,669214672558,0,2.4458758800935434,70.97980209394967,0
40,40,2010-03-03,1615.25,1622.63,1611.35,1622.44,403469343,3292849981222,0.4511723083750502,1606.4959999999999,1600.5645,1640.5092682926831,100.99247056948788,101.36673654826158,98.89855737837506,22.380009048256404,1645.3245180965127,1555.8044819034872,1616.3466666666666,652146327660,0,2.435966116307258,70.89610414800214,0
41,41,2010-03-04,1625.35,1631.1,1612.47,1618.2,383043598,3308670648427,-0.2620195278704739,1607.57,1601.684,1639.9780952380952,100.66124647760284,101.03116469915415,98.6720496266791,22.687547337924485,1647.0590946758489,1556.308905324151,1618.6733333333332,620022457586,0,2.408191180259145,70.65892295619508,0
42,42,2010-03-05,1624.8,1634.57,1624.74,1634.57,344079203,3452620659702,1.0014866295111187,1616.982,1602.6615000000002,1639.8523255813952,101.08770536715932,101.99096939684394,99.6778779711446,23.691327810426547,1650.0441556208532,1555.2788443791471,1628.0366666666666,560173558721,0,2.381448643166478,70.42687600709579,0
43,43,2010-03-08,1653.54,1660.28,1649.67,1660.04,367810525,4866114481618,1.534300378304139,1630.074,1604.8425,1640.3111363636365,101.8383214504372,103.43943408776875,101.2027513072977,26.825127630049735,1658.4927552600993,1551.1922447399006,1654.4166666666667,608511862735,0,2.4426497138009213,70.9526067670727,0
44,44,2010-03-09,1657.94,1661.26,1653.98,1660.83,634705767,4558556478772,0.04756657815670259,1639.216,1609.528,1640.7671111111113,101.31855716391252,103.18739406832313,101.22277492966703,28.045730437795825,1665.6194608755916,1553.4365391244085,1657.5833333333333,1052077700949,0,2.7033546697638293,72.99745530276817,0
45,45,2010-03-10,1662.0,1662.88,1653.69,1662.24,500080850,3945319815313,0.0848252959861441,1647.176,1615.0004999999999,1641.2339130434782,100.91453493737161,102.92504553404164,101.2798959849403,27.052664130894364,1669.1058282617887,1560.895171738211,1659.3100000000002,829789155213,0,2.791597658289659,73.62589361733367,0
46,46,2010-03-11,1670.82,1672.48,1656.48,1656.62,529002149,4806845535866,-0.33924496867115683,1654.86,1619.307,1641.5612765957449,100.10635340753899,102.30425731501191,100.91734153448621,26.44275387760526,1672.1925077552105,1566.4214922447895,1661.3066666666666,878834796814,0,2.9483773804017934,74.67314028887891,0
47,47,2010-03-12,1666.59,1666.86,1653.03,1662.74,369512420,3777675266734,0.3680671662436772,1660.494,1623.9379999999999,1642.0024999999998,100.13526095246354,102.38937693434109,101.26293961184591,25.46753012222311,1674.8730602444462,1573.0029397555536,1660.7866666666666,0,613681300303,2.8742754935040526,74.18872246755072,0
48,48,2010-03-15,1663.86,1667.44,1643.51,1649.5,343806094,3425406124419,-0.8026674749924224,1658.386,1626.5225,1642.1555102040816,99.46417782108628,101.4126764308517,100.4472469111653,25.2986970488293,1677.1198940976587,1575.9251059023413,1652.29,0,568067371055,2.15996740995645,68.35410400597195,0
49,49,2010-03-16,1654.52,1655.27,1642.86,1648.01,512563689,5005136867015,-0.0904120727422776,1655.8220000000001,1629.2400000000002,1642.2726,99.52821015785513,101.15207090422527,100.34935734786052,24.489020096018102,1678.2180401920364,1580.261959807964,1648.4633333333334,0,844942447314,1.5338048806136526,60.53366193856988,0
50,50,2010-03-17,1663.3,1682.86,1659.64,1682.86,606000979,5772908969470,2.070879336367845,1659.946,1633.3304999999998,1643.0684313725492,101.38040635056802,103.03242362767364,102.42178401505836,26.298203355683047,1685.926906711366,1580.7340932886336,1668.6000000000001,1011173233559,0,2.1520457632819068,68.27457229051139,0
51,51,2010-03-18,1679.21,1687.7,1675.1,1675.17,434503286,4798832251140,-0.4590578866622389,1663.6559999999997,1635.7175,1643.6857692307692,100.69209019172234,102.41193849182393,101.915465313298,27.85496929586713,1691.4274385917342,1580.0075614082657,1676.493333333333,728441862290,0,2.9797059324567967,74.87251528198544,0
52,52,2010-03-19,1682.52,1687.68,1677.62,1686.11,441810292,4287876380785,0.6488307405803789,1668.33,1638.9634999999998,1644.4862264150945,101.06573639507772,102.87660463457546,102.5311111103462,29.788475743234635,1698.540451486469,1579.3865485135307,1682.0833333333333,743161728668,0,4.121766400312005,80.47548595853411,0
